OFFICE,STATE,OH,NAME,PARTY,ELECYR,ELECTP,QUESTION,POSPCT,NEGPCT,RATINGSC,POLLSTER,DAYIN,MONTHIN,YEARIN,DATEIN,DAYOUT,MONTHOUT,YEAROUT,DATEOUT,SAMPLE,TYPE,SOURCE,SOURCED,,,,,,
2,2,9,Palin,2,2006,1,1,86,9,5,8026,6,5,2008,5/6/2008,7,5,2008,5/7/2008,403,3,16,,,,,,,
2,2,9,Palin,2,2006,1,1,82,10,22,204,6,5,2008,5/6/2008,10,5,2008,5/10/2008,269,2,16,,,,,,,
2,2,9,Palin,2,2006,1,1,89,5,22,203,,5,2007,5/1/2007,,5,2007,5/1/2007,500,1,16,,,,,,,
2,2,9,Palin,2,2006,1,1,82,11,22,203,,1,2008,1/1/2008,,1,2008,1/1/2008,500,1,16,,,,,,,
2,2,9,Palin,2,2006,1,1,76,18,22,203,18,7,2008,7/18/2008,22,7,2008,7/22/2008,500,1,16,,,,,,,
2,2,9,Palin,2,2006,1,1,80,16,5,8026,24,7,2008,7/24/2008,25,7,2008,7/25/2008,404,3,16,,,,,,,
2,2,9,Palin,2,2006,1,1,78,15,22,203,30,7,2008,7/30/2008,31,7,2008,7/31/2008,500,1,16,,,,,,,
2,2,9,Palin,2,2006,1,1,80,13,22,203,9,8,2008,8/9/2008,12,8,2008,8/12/2008,500,1,16,,,,,,,
2,2,9,Palin,2,2006,1,1,82,13,22,203,30,8,2008,8/30/2008,2,9,2008,9/2/2008,500,1,16,,,,,,,
2,2,9,Palin,2,2006,1,1,86,10,3,7002,2,9,2008,9/2/2008,2,9,2008,9/2/2008,400,1,16,,,,,,,
2,2,9,Palin,2,2006,1,1,68,27,22,203,20,9,2008,9/20/2008,22,9,2008,9/22/2008,500,1,16,,,,,,,
2,2,9,Palin,2,2006,1,1,60,35,3,9011,14,10,2008,10/14/2008,16,10,2008,10/16/2008,600,1,16,,,,,,,
2,2,9,Palin,2,2006,1,1,64,33,22,203,17,10,2008,10/17/2008,19,10,2008,10/19/2008,500,1,16,,,,,,,
2,2,9,Palin,2,2006,1,1,61,37,3,9011,28,10,2008,10/28/2008,30,10,2008,10/30/2008,600,1,16,,,,,,,
2,2,9,Palin,2,2006,1,1,60,38,5,9011,15,12,2008,12/15/2008,17,12,2008,12/17/2008,600,1,16,,,,,,,
2,2,9,Palin,2,2006,1,1,65,34,71,7033,5,12,2008,12/5/2008,20,12,2008,12/20/2008,503,3,16,,,,,,,
2,2,9,Palin,2,2006,1,1,61,33,22,8026,13,3,2009,3/13/2009,13,3,2009,3/13/2009,400,3,16,,,,,,,
2,2,9,Palin,2,2006,1,1,60,35,22,8026,24,3,2009,3/24/2009,25,3,2009,3/25/2009,401,3,16,,,,,,,
2,2,9,Palin,2,2006,1,1,54,42,22,8026,4,5,2009,5/4/2009,5,5,2009,5/5/2009,400,3,16,,,,,,,
2,2,9,Palin,2,2006,1,1,47,48,22,8026,29,7,2009,7/29/2009,30,7,2009,7/30/2009,400,3,16,,,,,,,
2,2,10,Parnell,2,2006,4,1,67,8,22,8026,29,7,2009,7/29/2009,30,7,2009,7/30/2009,400,3,16,,,,,,,
2,3,4,Fannin,2,,,1,60,35,10,9007,1,9,1964,9/1/1964,,9,1964,9//1964,318,2,,,,,,,,
2,3,10,Mecham,2,1986,1,1,37,58,9,301,13,5,1987,5/13/1987,13,5,1987,5/13/1987,,3,,,,,,,,
2,3,10,Mecham,2,1986,1,1,27,67,8,301,8,7,1987,7/8/1987,8,7,1987,7/8/1987,803,3,,,,,,,,
2,3,10,Mecham,2,1986,1,1,23,51,8,302,25,9,1987,9/25/1987,7,10,1987,10/7/1987,670,3,,,,,,,,
2,3,10,Mecham,2,1986,1,1,42,51,8,301,31,12,1987,12/31/1987,31,12,1987,12/31/1987,801,3,,,,,,,,
2,3,11,Mofford,1,1988,4,1,53,13,9,301,29,6,1988,6/29/1988,29,6,1988,6/29/1988,,3,,,,,,,,
2,3,11,Mofford,1,1988,4,1,51,40,8,302,,7,1988,7//1988,,7,1988,7//1988,730,3,,,,,,,,
2,3,11,Mofford,1,1988,4,1,62,14,9,301,27,10,1988,10/27/1988,27,10,1988,10/27/1988,,3,,,,,,,,
2,3,11,Mofford,1,1988,4,1,44,48,8,302,,1,1989,1//1989,,1,1989,1//1989,713,3,,,,,,,,
2,3,11,Mofford,1,1988,4,1,51,21,9,301,3,2,1989,2/3/1989,3,2,1989,2/3/1989,808,3,,,,,,,,
2,3,11,Mofford,1,1988,4,1,43,47,8,302,,4,1989,4//1989,,4,1989,4//1989,729,3,,05/08/89,,,,,,
2,3,11,Mofford,1,1988,4,1,62,25,9,301,14,4,1989,4/14/1989,14,4,1989,4/14/1989,808,3,,,,,,,,
2,3,11,Mofford,1,1988,4,1,51,45,8,302,,7,1989,7//1989,,7,1989,7//1989,,3,,,,,,,,
2,3,11,Mofford,1,1988,4,1,49,44,8,302,,10,1989,10//1989,,10,1989,10//1989,714,3,,11/06/89,,,,,,
2,3,11,Mofford,1,1988,4,1,56,26,9,301,2,11,1989,11/2/1989,5,11,1989,11/5/1989,809,3,,,,,,,,
2,3,11,Mofford,1,1988,4,1,46,47,8,302,,1,1990,1//1990,,1,1990,1//1990,,3,,,,,,,,
2,3,11,Mofford,1,1988,4,1,35,54,8,302,,1,1991,1//1991,,1,1991,1//1991,,3,,,,,,,,
2,3,12,Symington,2,1991,1,1,27,25,8,302,,4,1991,4//1991,,4,1991,4//1991,720,3,,04/15/91,,,,,,
2,3,12,Symington,2,1991,1,1,51,15,3,301,,4,1991,4//1991,,4,1991,4//1991,,,,,,,,,,
2,3,12,Symington,2,1991,1,1,39,21,3,303,10,4,1991,4/10/1991,14,4,1991,4/14/1991,331,3,,,,,,,,
2,3,12,Symington,2,1991,1,1,39,21,3,403,10,4,1991,4/10/1991,14,4,1991,4/14/1991,331,3,,,,,,,,
2,3,12,Symington,2,1991,1,1,40,39,8,302,,7,1991,7//1991,,7,1991,7//1991,,3,,,,,,,,
2,3,12,Symington,2,1991,1,1,30,53,8,302,,10,1991,10//1991,,10,1991,10//1991,,3,,,,,,,,
2,3,12,Symington,2,1991,1,1,44,29,3,301,10,10,1991,10/10/1991,13,10,1991,10/13/1991,808,3,,,,,,,,
2,3,12,Symington,2,1991,1,1,20,70,8,302,,1,1992,1//1992,,1,1992,1//1992,,3,,,,,,,,
2,3,12,Symington,2,1991,1,1,35,55,8,302,,1,1992,1//1992,,1,1992,1//1992,,,,,,,,,,
2,3,12,Symington,2,1991,1,1,38,44,3,301,9,1,1992,1/9/1992,12,1,1992,1/12/1992,808,3,,,,,,,,
2,3,12,Symington,2,1991,1,1,39,51,3,302,,2,1992,2//1992,,2,1992,2//1992,,,,,,,,,,
2,3,12,Symington,2,1991,1,1,36,56,3,302,,3,1992,3//1992,,3,1992,3//1992,,,,,,,,,,
2,3,12,Symington,2,1991,1,1,23,63,1,304,30,3,1992,3/30/1992,4,4,1992,4/4/1992,629,3,,,,,,,,
2,3,12,Symington,2,1991,1,1,16,73,8,302,4,4,1992,4/4/1992,7,4,1992,4/7/1992,705,3,,,,,,,,
2,3,12,Symington,2,1991,1,1,34,56,3,302,1,5,1992,5/1/1992,1,5,1992,5/1/1992,,,,,,,,,,
2,3,12,Symington,2,1991,1,1,31,58,3,302,,6,1992,6//1992,,6,1992,6//1992,,,,,,,,,,
2,3,12,Symington,2,1991,1,1,17,73,8,302,11,7,1992,7/11/1992,16,7,1992,7/16/1992,576,2,,,,,,,,
2,3,12,Symington,2,1991,1,1,40,52,3,302,8,8,1992,8/8/1992,8,8,1992,8/8/1992,340,2,,,,,,,,
2,3,12,Symington,2,1991,1,1,43,57,3,303,29,8,1992,8/29/1992,30,8,1992,8/30/1992,410,2,,,,,,,,
2,3,12,Symington,2,1991,1,1,36,61,1,9001,31,8,1992,8/31/1992,2,9,1992,9/2/1992,800,2,,,,,,,,
2,3,12,Symington,2,1991,1,1,20,67,8,302,,10,1992,10//1992,,10,1992,10//1992,,,,,,,,,,
2,3,12,Symington,2,1991,1,1,50,50,3,303,3,10,1992,10/3/1992,4,10,1992,10/4/1992,499,2,,,,,,,,
2,3,12,Symington,2,1991,1,1,30,60,8,302,,1,1993,1//1993,,1,1993,1//1993,703,3,2,02/22/93,,,,,,
2,3,12,Symington,2,1991,1,1,68,32,3,303,23,1,1993,1/23/1993,24,1,1993,1/24/1993,383,2,6,,,,,,,
2,3,12,Symington,2,1991,1,1,53,47,3,303,27,2,1993,2/27/1993,28,2,1993,2/28/1993,300,2,,,,,,,,
2,3,12,Symington,2,1991,1,1,19,69,8,302,10,4,1993,4/10/1993,15,4,1993,4/15/1993,727,3,,,,,,,,
2,3,12,Symington,2,1991,1,1,21,69,8,302,9,7,1993,7/9/1993,14,7,1993,7/14/1993,574,2,,,,,,,,
2,3,12,Symington,2,1991,1,1,34,65,1,9001,4,8,1993,8/4/1993,4,8,1993,8/4/1993,426,1,,,,,,,,
2,3,12,Symington,2,1991,1,1,24,64,8,302,9,10,1993,10/9/1993,13,10,1993,10/13/1993,567,3,,,,,,,,
2,3,12,Symington,2,1991,1,1,27,63,8,302,7,1,1994,1/7/1994,11,1,1994,1/11/1994,705,3,2,01/24/94,,,,,,
2,3,12,Symington,2,1991,1,1,56,44,3,303,23,2,1994,2/23/1994,27,2,1994,2/27/1994,562,2,,,,,,,,
2,3,12,Symington,2,1991,1,1,27,62,8,302,9,4,1994,4/9/1994,12,4,1994,4/12/1994,440,2,,,,,,,,
2,3,12,Symington,2,1991,1,1,44,56,10,9001,28,4,1994,4/28/1994,30,4,1994,4/30/1994,810,1,,,,,,,,
2,3,12,Symington,2,1991,1,1,30,70,1,304,,5,1994,5//1994,,5,1994,5//1994,524,,,,,,,,,
2,3,12,Symington,2,1991,1,1,27,62,8,302,7,7,1994,7/7/1994,12,7,1994,7/12/1994,416,2,,,,,,,,
2,3,12,Symington,2,1994,2,1,63,30,3,303,15,2,1995,2/15/1995,19,2,1995,2/19/1995,392,2,,,,,,,,
2,3,12,Symington,2,1994,2,1,64,14,3,303,22,3,1995,3/22/1995,26,3,1995,3/26/1995,375,2,,,,,,,,
2,3,12,Symington,2,1994,2,1,40,54,8,302,,7,1995,7//1995,,7,1995,7//1995,707,3,,,,,,,,
2,3,12,Symington,2,1994,2,1,61,,3,303,,7,1995,7//1995,,7,1995,7//1995,,,,,,,,,,
2,3,12,Symington,2,1994,2,1,37,67,16,303,,10,1995,10//1995,,10,1995,10//1995,,,,,,,,,,
2,3,12,Symington,2,1994,2,1,37,57,3,303,18,10,1995,10/18/1995,22,10,1995,10/22/1995,390,2,,,,,,,,
2,3,12,Symington,2,1994,2,1,25,67,8,302,,4,1996,4//1996,,4,1996,4//1996,809,3,,,,,,,,
2,3,12,Symington,2,1994,2,1,33,60,16,303,,6,1996,6//1996,,6,1996,6//1996,470,2,,,,,,,,
2,3,12,Symington,2,1994,2,1,23,66,8,302,29,6,1996,6/29/1996,2,7,1996,7/2/1996,711,3,,,,,,,,
2,3,12,Symington,2,1994,2,1,25,72,1,305,30,9,1996,9/30/1996,2,10,1996,10/2/1996,626,1,,,,,,,,
2,3,12,Symington,2,1994,2,1,19,71,8,302,1,10,1996,10/1/1996,7,10,1996,10/7/1996,546,2,,,,,,,,
2,3,12,Symington,2,1994,2,1,22,71,8,302,8,1,1997,1/8/1997,16,1,1997,1/16/1997,711,3,,,,,,,,
2,3,12,Symington,2,1994,2,1,33,57,16,303,22,1,1997,1/22/1997,26,1,1997,1/26/1997,431,2,,,,,,,,
2,3,12,Symington,2,1994,2,1,21,70,8,302,12,4,1997,4/12/1997,21,4,1997,4/21/1997,711,3,,,,,,,,
2,3,12,Symington,2,1994,2,1,37,63,3,303,17,4,1997,4/17/1997,20,4,1997,4/20/1997,505,2,,,,,,,,
2,3,12,Symington,2,1994,2,1,37,63,1,306,8,5,1997,5/8/1997,25,5,1997,5/25/1997,500,3,,,,,,,,
2,3,12,Symington,2,1994,2,1,22,68,8,302,,7,1997,7//1997,,7,1997,7//1997,707,3,2,08/11/97,,,,,,
2,3,13,Hull,2,1997,4,1,45,24,8,302,15,10,1997,10/15/1997,21,10,1997,10/21/1997,477,2,,,,,,,,
2,3,13,Hull,2,1997,4,1,52,4,3,303,23,10,1997,10/23/1997,26,10,1997,10/26/1997,500,2,,,,,,,,
2,3,13,Hull,2,1997,4,1,55,22,8,9001,9,12,1997,12/9/1997,11,12,1997,12/11/1997,801,1,,,,,,,,
2,3,13,Hull,2,1994,2,1,44,56,8,9001,31,12,1997,12/31/1997,31,12,1997,12/31/1997,,,,,,,,,,
2,3,13,Hull,2,1997,4,1,56,23,8,302,,1,1998,1//1998,,1,1998,1//1998,550,2,,,,,,,,
2,3,13,Hull,2,1997,4,1,71,2,3,303,28,2,1998,2/28/1998,1,3,1998,3/1/1998,426,2,,,,,,,,
2,3,13,Hull,2,1997,4,1,57,28,8,302,10,4,1998,4/10/1998,15,4,1998,4/15/1998,533,2,,,,,,,,
2,3,13,Hull,2,1997,4,1,74,8,3,303,14,6,1998,6/14/1998,27,6,1998,6/27/1998,412,2,,,,,,,,
2,3,13,Hull,2,1997,4,1,55,32,8,302,,7,1998,7//1998,,7,1998,7//1998,,3,1,01/22/99,,,,,,
2,3,13,Hull,2,1997,4,1,57,26,8,302,12,10,1998,10/12/1998,15,10,1998,10/15/1998,720,3,1,10/28/98,,,,,,
2,3,13,Hull,2,1997,4,1,65,20,8,302,,1,1999,1//1999,,1,1999,1//1999,,3,1,04/14/99,,,,,,
2,3,13,Hull,2,1997,4,1,58,23,3,302,1,4,1999,4/1/1999,12,4,1999,4/12/1999,708,3,1,04/14/99,,,,,,
2,3,13,Hull,2,1997,4,1,77,13,3,303,19,5,1999,5/19/1999,24,5,1999,5/24/1999,392,2,1,05/27/99,,,,,,
2,3,13,Hull,2,1997,4,1,65,24,22,8013,29,6,1999,6/29/1999,1,7,1999,7/1/1999,500,1,,,,,,,,
2,3,13,Hull,2,1997,4,1,58,30,8,302,1,7,1999,7/1/1999,1,7,1999,7/1/1999,,,1,04/28/00,,,,,,
2,3,13,Hull,2,1997,4,1,55,34,8,302,1,10,1999,10/1/1999,1,10,1999,10/1/1999,,,1,04/28/00,,,,,,
2,3,13,Hull,2,1997,4,1,50,40,8,302,1,1,2000,1/1/2000,1,1,2000,1/1/2000,,,1,04/28/00,,,,,,
2,3,13,Hull,2,1997,4,1,41,45,8,302,14,4,2000,4/14/2000,17,4,2000,4/17/2000,703,3,1,04/28/00,,,,,,
2,3,13,Hull,2,1997,4,1,38,56,1,9013,10,7,2002,7/10/2002,15,7,2002,7/15/2002,703,3,12,,,,,,,
2,3,14,Napolitano,1,2002,1,1,76,7,49,303,27,3,2003,3/27/2003,30,3,2003,3/30/2003,588,2,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,49,34,50,302,7,4,2003,4/7/2003,10,4,2003,4/10/2003,700,3,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,47,38,3,304,6,3,2003,3/6/2003,11,3,2003,3/11/2003,400,3,12,,,,,,,
2,3,14,Napolitano,1,2002,1,1,68,17,3,303,19,6,2003,6/19/2003,22,6,2003,6/22/2003,398,2,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,55,39,8,302,14,7,2003,7/14/2003,18,7,2003,7/18/2003,701,3,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,66,19,3,303,15,9,2003,9/15/2003,21,9,2003,9/21/2003,390,2,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,46,46,8,302,9,10,2003,10/9/2003,16,10,2003,10/16/2003,701,3,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,66,19,3,303,19,2,2004,2/19/2004,22,2,2004,2/22/2004,430,2,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,43,50,8,302,29,4,2004,4/29/2004,4,5,2004,5/4/2004,713,3,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,51,25,1,302,5,10,2004,10/5/2004,14,10,2004,10/14/2004,705,3,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,70,17,3,304,23,3,2005,3/23/2005,26,3,2005,3/26/2005,423,3,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,57,37,8,302,12,4,2005,4/12/2005,17,4,2005,4/17/2005,682,3,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,73,17,3,303,21,4,2005,4/21/2005,24,4,2005,4/24/2005,415,2,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,79,16,32,303,17,5,2005,5/17/2005,22,5,2005,5/22/2005,357,2,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,59,32,3,9023,6,5,2005,5/6/2005,8,5,2005,5/8/2005,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,58,35,3,9023,10,6,2005,6/10/2005,12,6,2005,6/12/2005,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,57,35,3,9023,10,6,2005,6/10/2005,12,6,2005,6/12/2005,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,53,21,8,302,9,7,2005,7/9/2005,16,7,2005,7/16/2005,702,3,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,56,37,3,9023,12,8,2005,8/12/2005,14,8,2005,8/14/2005,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,60,36,3,9023,16,9,2005,9/16/2005,18,9,2005,9/18/2005,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,69,19,3,303,22,9,2005,9/22/2005,25,9,2005,9/25/2005,390,2,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,60,35,3,9023,14,10,2005,10/14/2005,16,10,2005,10/16/2005,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,65,31,3,9023,11,11,2005,11/11/2005,13,11,2005,11/13/2005,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,64,33,3,9023,9,12,2005,12/9/2005,11,12,2005,12/11/2005,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,66,83,14,64,306,7,12,2005,12/7/2005,13,12,2005,12/13/2005,602,2,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,57,34,8,302,5,1,2006,1/5/2006,13,1,2006,1/13/2006,549,3,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,65,32,3,9023,13,1,2006,1/13/2006,15,1,2006,1/15/2006,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,67,29,3,9023,10,2,2006,2/10/2006,12,2,2006,2/12/2006,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,58,36,3,9023,10,3,2006,3/10/2006,12,3,2006,3/12/2006,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,61,35,3,9023,7,4,2006,4/7/2006,9,4,2006,4/9/2006,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,73,22,3,303,20,4,2006,4/20/2006,23,4,2006,4/23/2006,380,2,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,58,39,3,9023,12,5,2006,5/12/2006,14,5,2006,5/14/2006,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,58,38,3,9023,9,6,2006,6/9/2006,11,6,2006,6/11/2006,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,72,23,3,303,15,6,2006,6/15/2006,18,6,2006,6/18/2006,384,2,16,,,,,,,
2,3,14,Napolitano,1,2002,1,1,58,38,3,9023,14,7,2006,7/14/2006,16,7,2006,7/16/2006,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,59,38,3,9023,11,8,2006,8/11/2006,13,8,2006,8/13/2006,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,61,36,3,9023,14,9,2006,9/14/2006,17,9,2006,9/17/2006,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,58,38,3,9023,12,10,2006,10/12/2006,15,10,2006,10/15/2006,600,3,32,,,,,,,
2,3,14,Napolitano,1,2002,1,1,71,27,3,9023,8,11,2006,11/8/2006,11,11,2006,11/11/2006,600,3,32,,,,,,,
2,3,14,Napolitano,1,2006,2,1,61,21,8,302,12,1,2007,1/12/2007,22,1,2007,1/22/2007,800,3,16,,,,,,,
2,3,14,Napolitano,1,2006,2,1,63,30,8,302,10,3,2007,3/10/2007,21,3,2007,3/21/2007,800,3,16,,,,,,,
2,3,14,Napolitano,1,2006,2,1,65,30,8,302,24,5,2007,5/24/2007,29,5,2007,5/29/2007,800,3,16,,,,,,,
2,3,14,Napolitano,1,2006,2,1,59,36,8,302,27,7,2007,7/27/2007,4,8,2007,8/4/2007,629,2,16,,,,,,,
2,3,14,Napolitano,1,2006,2,1,60,32,8,302,12,11,2007,11/12/2007,15,11,2007,11/15/2007,620,3,16,,,,,,,
2,3,14,Napolitano,1,2006,2,1,76,17,49,303,24,4,2008,4/24/2008,27,4,2008,4/27/2008,577,2,16,,,,,,,
2,3,14,Napolitano,1,2006,2,1,66,32,10,9001,13,8,2008,8/13/2008,15,8,2008,8/15/2008,400,1,16,,,,,,,
2,3,15,Brewer,2,2006,4,1,37,28,3,303,23,4,2009,4/23/2009,26,4,2009,4/26/2009,390,2,16,,,,,,,
2,3,15,Brewer,2,2006,4,1,18,46,74,7037,20,8,2009,8/20/2009,25,8,2009,8/25/2009,602,1,16,,,,,,,
2,3,15,Brewer,2,2006,4,1,37,37,3,303,24,9,2009,9/24/2009,27,9,2009,9/27/2009,724,2,16,,,,,,,
2,3,15,Brewer,2,2006,4,1,39,39,3,303,22,10,2009,10/22/2009,25,10,2009,10/25/2009,652,2,16,,,,,,,
2,4,3,Faubus,1,,,1,71,29,10,9007,0,,1964,/0/1964,,,1964,//1964,347,2,,,,,,,,
2,4,9,Clinton,1,1984,3,1,64,24,3,402,24,8,1985,8/24/1985,30,8,1985,8/30/1985,574,3,,,,,,,,
2,4,9,Clinton,1,1984,3,1,58,27,3,402,22,10,1985,10/22/1985,28,10,1985,10/28/1985,435,3,,,,,,,,
2,4,9,Clinton,1,1984,3,1,60,28,3,402,11,12,1985,12/11/1985,18,12,1985,12/18/1985,463,2,2,01/18/86,,,,,,
2,4,9,Clinton,1,1984,3,1,56,32,3,402,8,3,1986,3/8/1986,26,3,1986,3/26/1986,948,2,,,,,,,,
2,4,9,Clinton,1,1986,3,1,64,25,3,402,,12,1986,12//1986,,12,1986,12//1986,,,,,,,,,,
2,4,9,Clinton,1,1986,3,1,54,35,3,402,,2,1987,2//1987,,2,1987,2//1987,,,,,,,,,,
2,4,9,Clinton,1,1986,3,1,61,,1,9001,,12,1987,12//1987,,12,1987,12//1987,,,,,,,,,,
2,4,9,Clinton,1,1986,3,1,62,34,1,9001,,9,1988,9//1988,,9,1988,9//1988,,,,,,,,,,
2,4,9,Clinton,1,1990,3,1,55,42,1,9001,21,3,1990,3/21/1990,24,3,1990,3/24/1990,827,2,,,,,,,,
2,4,9,Clinton,1,1990,3,1,53,34,3,401,25,5,1991,5/25/1991,25,5,1991,5/25/1991,412,2,,,,,,,,
2,4,9,Clinton,1,1990,3,1,52,46,1,9001,7,6,1991,6/7/1991,10,6,1991,6/10/1991,809,1,,,,,,,,
2,4,9,Clinton,1,1990,3,1,55,45,1,9001,,10,1991,10//1991,,10,1991,10//1991,818,3,,,,,,,,
2,4,9,Clinton,1,1990,3,1,58,40,3,403,28,1,1992,1/28/1992,30,1,1992,1/30/1992,828,2,,,,,,,,
2,4,9,Clinton,1,1990,2,1,55,45,10,9001,2,2,1992,2/2/1992,3,2,1992,2/3/1992,812,1,,,,,,,,
2,4,11,Tucker,1,1992,4,1,51,43,6,9001,28,5,1993,5/28/1993,1,6,1993,6/1/1993,809,1,,,,,,,,
2,4,11,Tucker,1,1992,4,1,47,48,1,9001,19,7,1993,7/19/1993,21,7,1993,7/21/1993,833,1,2,08/09/93,,,,,,
2,4,11,Tucker,1,1992,4,1,52,44,1,9001,13,5,1994,5/13/1994,15,5,1994,5/15/1994,810,2,,,,,,,,
2,4,11,Tucker,1,1992,4,1,54,44,1,9001,5,10,1994,10/5/1994,7,10,1994,10/7/1994,816,1,,,,,,,,
2,4,11,Tucker,1,1994,1,1,39,61,1,9001,17,5,1995,5/17/1995,19,5,1995,5/19/1995,808,2,,,,,,,,
2,4,11,Tucker,1,1994,1,1,26,73,1,9001,30,3,1996,3/30/1996,1,4,1996,4/1/1996,835,2,,,,,,,,
2,4,12,Huckabee,2,1996,4,1,56,33,1,9001,8,9,1996,9/8/1996,10,9,1996,9/10/1996,806,1,4,01/24/97,,,,,,
2,4,12,Huckabee,2,1996,4,1,56,32,1,9001,11,1,1997,1/11/1997,13,1,1997,1/13/1997,814,1,,,,,,,,
2,4,12,Huckabee,2,1996,4,1,66,30,1,9001,21,6,1997,6/21/1997,23,6,1997,6/23/1997,829,1,2,06/30/97,,,,,,
2,4,12,Huckabee,2,1996,4,1,61,36,13,7009,,11,1997,11//1997,,11,1997,11//1997,,,4,12/19/97,,,,,,
2,4,12,Huckabee,2,1996,4,1,70,30,1,9001,19,4,1998,4/19/1998,21,4,1998,4/21/1998,811,1,,,,,,,,
2,4,12,Huckabee,2,1996,4,1,68,30,1,9001,13,7,2000,7/13/2000,15,7,2000,7/15/2000,622,1,,,,,,,,
2,4,12,Huckabee,2,1998,1,1,70,17,3,404,8,10,2001,10/8/2001,17,10,2001,10/17/2001,767,3,2,,,,,,,
2,4,12,Huckabee,2,1998,1,1,70,19,3,7013,22,10,2001,10/22/2001,23,10,2001,10/23/2001,600,1,2,26-Nov-2001,,,,,,
2,4,12,Huckabee,2,1998,1,1,69,14,3,404,,10,2000,10//2000,,10,2000,10//2000,,,2,,,,,,,
2,4,12,Huckabee,2,1998,1,1,66,13,3,404,,10,1999,10//1999,,10,1999,10//1999,,,2,,,,,,,
2,4,12,Huckabee,2,1998,1,1,51,45,1,9006,19,9,2002,9/19/2002,20,9,2002,9/20/2002,500,1,12,,,,,,,
2,4,12,Huckabee,2,1998,1,1,51,48,1,9006,9,10,2002,10/9/2002,11,10,2002,10/11/2002,501,1,12,,,,,,,
2,4,12,Huckabee,2,1998,1,1,50,35,3,404,9,10,2002,10/9/2002,20,10,2002,10/20/2002,768,3,17,,,,,,,
2,4,12,Huckabee,2,2002,2,1,51,41,3,9023,6,5,2005,5/6/2005,8,5,2005,5/8/2005,600,3,32,,,,,,,
2,4,12,Huckabee,2,2002,2,1,56,38,3,9023,10,6,2005,6/10/2005,12,6,2005,6/12/2005,600,3,32,,,,,,,
2,4,12,Huckabee,2,2002,2,1,56,38,3,9023,8,7,2005,7/8/2005,9,7,2005,7/9/2005,600,3,32,,,,,,,
2,4,12,Huckabee,2,2002,2,1,55,40,3,9023,12,8,2005,8/12/2005,14,8,2005,8/14/2005,600,3,32,,,,,,,
2,4,12,Huckabee,2,2002,2,1,58,38,3,9023,16,9,2005,9/16/2005,18,9,2005,9/18/2005,600,3,32,,,,,,,
2,4,12,Huckabee,2,2002,2,1,56,40,3,9023,14,10,2005,10/14/2005,16,10,2005,10/16/2005,600,3,32,,,,,,,
2,4,12,Huckabee,2,2002,2,1,59,36,3,9023,11,11,2005,11/11/2005,13,11,2005,11/13/2005,600,3,32,,,,,,,
2,4,12,Huckabee,2,2002,2,1,60,37,3,9023,9,12,2005,12/9/2005,11,12,2005,12/11/2005,600,3,32,,,,,,,
2,4,12,Huckabee,2,2002,2,1,56,38,3,9023,13,1,2006,1/13/2006,15,1,2006,1/15/2006,600,3,32,,,,,,,
2,4,12,Huckabee,2,2002,2,1,60,36,3,9023,10,2,2006,2/10/2006,12,2,2006,2/12/2006,600,3,32,,,,,,,
